Name,NamePattern,Chapter_num,Position
贾宝玉,宝玉,1,4127
香菱,英莲,1,3093
香菱,英莲,1,4293
香菱,英莲,1,4409
香菱,英莲,1,6446
香菱,英莲,1,6468
香菱,英莲,1,6492
贾雨村,贾雨村,1,4729
贾雨村,贾雨村,1,5231
贾雨村,雨村,1,4720
贾雨村,雨村,1,4730
贾雨村,雨村,1,4836
贾雨村,雨村,1,4938
贾雨村,雨村,1,5002
贾雨村,雨村,1,5047
贾雨村,雨村,1,5068
贾雨村,雨村,1,5120
贾雨村,雨村,1,5232
贾雨村,雨村,1,5297
贾雨村,雨村,1,5352
贾雨村,雨村,1,5387
贾雨村,雨村,1,5436
贾雨村,雨村,1,5441
贾雨村,雨村,1,5551
贾雨村,雨村,1,5620
贾雨村,雨村,1,5631
贾雨村,雨村,1,5726
贾雨村,雨村,1,5859
贾雨村,雨村,1,5987
贾雨村,雨村,1,6233
贾雨村,雨村,1,6275
贾雨村,雨村,1,6310
贾雨村,雨村,1,6318
贾雨村,时飞,1,4715
贾雨村,时飞,1,5603
甄士隐,甄士隐,1,61
甄士隐,甄士隐,1,3025
甄士隐,甄士隐,1,3871
甄士隐,士隐,1,62
甄士隐,士隐,1,2985
甄士隐,士隐,1,3026
甄士隐,士隐,1,3110
甄士隐,士隐,1,3872
甄士隐,士隐,1,3924
甄士隐,士隐,1,4029
甄士隐,士隐,1,4096
甄士隐,士隐,1,4099
甄士隐,士隐,1,4223
甄士隐,士隐,1,4252
甄士隐,士隐,1,4298
甄士隐,士隐,1,4405
甄士隐,士隐,1,4422
甄士隐,士隐,1,4453
甄士隐,士隐,1,4484
甄士隐,士隐,1,4554
甄士隐,士隐,1,4654
甄士隐,士隐,1,4686
甄士隐,士隐,1,4826
甄士隐,士隐,1,4840
甄士隐,士隐,1,4871
甄士隐,士隐,1,4975
甄士隐,士隐,1,5035
甄士隐,士隐,1,5379
甄士隐,士隐,1,5409
甄士隐,士隐,1,5609
甄士隐,士隐,1,5668
甄士隐,士隐,1,5759
甄士隐,士隐,1,5923
甄士隐,士隐,1,6053
甄士隐,士隐,1,6272
甄士隐,士隐,1,6407
甄士隐,士隐,1,6437
甄士隐,士隐,1,6536
甄士隐,士隐,1,6616
甄士隐,士隐,1,6811
甄士隐,士隐,1,6881
甄士隐,士隐,1,6960
甄士隐,士隐,1,7019
甄士隐,士隐,1,7090
甄士隐,士隐,1,7348
甄士隐,士隐,1,7459
甄士隐,士隐,1,7519
甄士隐,士隐,1,7776
鸳鸯,鸳鸯,1,7610
李嬷嬷,奶母,1,4288
贾宝玉,宝玉,2,3238
贾宝玉,宝玉,2,4327
林黛玉,黛玉,2,1160
贾政,贾政,2,2994
贾政,贾政,2,3022
贾琏,贾琏,2,5572
贾元春,元春,2,5006
贾元春,元春,2,5197
贾赦,贾赦,2,2989
贾赦,贾赦,2,3014
贾探春,探春,2,5056
贾惜春,惜春,2,5073
贾雨村,雨村,2,397
贾雨村,雨村,2,491
贾雨村,雨村,2,558
贾雨村,雨村,2,601
贾雨村,雨村,2,619
贾雨村,雨村,2,629
贾雨村,雨村,2,663
贾雨村,雨村,2,809
贾雨村,雨村,2,1220
贾雨村,雨村,2,1297
贾雨村,雨村,2,1459
贾雨村,雨村,2,1582
贾雨村,雨村,2,1671
贾雨村,雨村,2,1709
贾雨村,雨村,2,1782
贾雨村,雨村,2,1814
贾雨村,雨村,2,1838
贾雨村,雨村,2,1858
贾雨村,雨村,2,1989
贾雨村,雨村,2,2018
贾雨村,雨村,2,2071
贾雨村,雨村,2,2110
贾雨村,雨村,2,2142
贾雨村,雨村,2,2270
贾雨村,雨村,2,2312
贾雨村,雨村,2,2630
贾雨村,雨村,2,3253
贾雨村,雨村,2,3509
贾雨村,雨村,2,3600
贾雨村,雨村,2,4277
贾雨村,雨村,2,4429
贾雨村,雨村,2,5105
贾雨村,雨村,2,5276
贾雨村,雨村,2,5468
贾雨村,雨村,2,5738
贾雨村,雨村,2,5821
贾雨村,雨村,2,5871
贾雨村,雨村,2,5936
贾雨村,雨村,2,5953
甄士隐,士隐,2,668
贾蓉,贾蓉,2,2879
贾迎春,迎春,2,5041
贾珍,贾珍,2,2812
贾敬,贾敬,2,2772
贾代善,贾代善,2,2956
贾宝玉,宝玉,3,5013
贾宝玉,宝玉,3,5925
贾宝玉,宝玉,3,5943
贾宝玉,宝玉,3,6192
贾宝玉,宝玉,3,6214
贾宝玉,宝玉,3,6316
贾宝玉,宝玉,3,6428
贾宝玉,宝玉,3,6589
贾宝玉,宝玉,3,6714
贾宝玉,宝玉,3,6756
贾宝玉,宝玉,3,6825
贾宝玉,宝玉,3,6882
贾宝玉,宝玉,3,6906
贾宝玉,宝玉,3,6922
贾宝玉,宝玉,3,6955
贾宝玉,宝玉,3,7026
贾宝玉,宝玉,3,7123
贾宝玉,宝玉,3,7207
贾宝玉,宝玉,3,7235
贾宝玉,宝玉,3,7439
贾宝玉,宝玉,3,7484
贾宝玉,宝玉,3,7539
贾宝玉,宝玉,3,7823
贾宝玉,宝玉,3,7874
贾宝玉,宝玉,3,7879
贾宝玉,宝玉,3,7908
贾宝玉,宝玉,3,7911
贾宝玉,宝玉,3,7979
贾宝玉,宝玉,3,7991
贾宝玉,宝玉,3,7996
贾宝玉,宝玉,3,8007
贾宝玉,宝玉,3,8021
林黛玉,林黛玉,3,972
林黛玉,林黛玉,3,1351
林黛玉,黛玉,3,601
林黛玉,黛玉,3,704
林黛玉,黛玉,3,748
林黛玉,黛玉,3,939
林黛玉,黛玉,3,973
林黛玉,黛玉,3,1186
林黛玉,黛玉,3,1346
林黛玉,黛玉,3,1352
林黛玉,黛玉,3,1538
林黛玉,黛玉,3,1566
林黛玉,黛玉,3,1622
林黛玉,黛玉,3,1641
林黛玉,黛玉,3,1682
林黛玉,黛玉,3,1716
林黛玉,黛玉,3,1896
林黛玉,黛玉,3,1931
林黛玉,黛玉,3,2017
林黛玉,黛玉,3,2047
林黛玉,黛玉,3,2111
林黛玉,黛玉,3,2355
林黛玉,黛玉,3,2577
林黛玉,黛玉,3,2640
林黛玉,黛玉,3,2670
林黛玉,黛玉,3,2724
林黛玉,黛玉,3,2744
林黛玉,黛玉,3,2979
林黛玉,黛玉,3,3326
林黛玉,黛玉,3,3405
林黛玉,黛玉,3,3449
林黛玉,黛玉,3,3534
林黛玉,黛玉,3,3544
林黛玉,黛玉,3,3640
林黛玉,黛玉,3,3766
林黛玉,黛玉,3,3798
林黛玉,黛玉,3,3893
林黛玉,黛玉,3,3929
林黛玉,黛玉,3,4012
林黛玉,黛玉,3,4281
林黛玉,黛玉,3,4449
林黛玉,黛玉,3,4467
林黛玉,黛玉,3,4501
林黛玉,黛玉,3,4591
林黛玉,黛玉,3,4668
林黛玉,黛玉,3,4678
林黛玉,黛玉,3,4714
林黛玉,黛玉,3,4887
林黛玉,黛玉,3,5232
林黛玉,黛玉,3,5268
林黛玉,黛玉,3,5340
林黛玉,黛玉,3,5410
林黛玉,黛玉,3,5502
林黛玉,黛玉,3,5515
林黛玉,黛玉,3,5554
林黛玉,黛玉,3,5710
林黛玉,黛玉,3,5758
林黛玉,黛玉,3,5837
林黛玉,黛玉,3,5843
林黛玉,黛玉,3,5858
林黛玉,黛玉,3,5931
林黛玉,黛玉,3,6148
林黛玉,黛玉,3,6830
林黛玉,黛玉,3,6857
林黛玉,黛玉,3,6899
林黛玉,黛玉,3,6913
林黛玉,黛玉,3,7057
林黛玉,黛玉,3,7076
林黛玉,黛玉,3,7471
林黛玉,黛玉,3,7645
林黛玉,黛玉,3,7711
林黛玉,黛玉,3,7742
林黛玉,黛玉,3,7815
林黛玉,黛玉,3,8034
林黛玉,黛玉,3,8069
林黛玉,黛玉,3,8223
林黛玉,黛玉,3,8314
林黛玉,黛玉,3,8410
林黛玉,颦颦,3,6939
林黛玉,林姑娘,3,1530
林黛玉,林姑娘,3,3057
林黛玉,林姑娘,3,4571
林黛玉,林姑娘,3,7502
林黛玉,林姑娘,3,8096
林黛玉,林妹妹,3,6989
袭人,袭人,3,7838
袭人,袭人,3,7855
袭人,袭人,3,7893
袭人,袭人,3,7932
袭人,袭人,3,7946
袭人,袭人,3,7950
袭人,袭人,3,8081
袭人,袭人,3,8164
袭人,袭人,3,8262
贾母,老太太,3,1495
贾母,老太太,3,3710
贾母,老太太,3,5089
贾母,老太太,3,5252
贾母,老祖宗,3,2806
贾母,老祖宗,3,2827
贾母,老祖宗,3,2965
贾母,老祖宗,3,7569
贾母,贾母,3,1676
贾母,贾母,3,1724
贾母,贾母,3,1956
贾母,贾母,3,2295
贾母,贾母,3,2586
贾母,贾母,3,2762
贾母,贾母,3,2873
贾母,贾母,3,3316
贾母,贾母,3,3367
贾母,贾母,3,4006
贾母,贾母,3,5423
贾母,贾母,3,5481
贾母,贾母,3,5522
贾母,贾母,3,5564
贾母,贾母,3,5784
贾母,贾母,3,5833
贾母,贾母,3,5869
贾母,贾母,3,6195
贾母,贾母,3,6201
贾母,贾母,3,6562
贾母,贾母,3,6735
贾母,贾母,3,6802
贾母,贾母,3,7201
贾母,贾母,3,7293
贾母,贾母,3,7477
贾母,贾母,3,7578
贾母,贾母,3,7690
贾母,贾母,3,7859
贾母,贾母,3,7869
贾母,贾母,3,7941
贾母,贾母,3,7960
贾母,贾母,3,7972
贾母,贾母,3,8359
王熙凤,王熙凤,3,2720
王熙凤,凤姐,3,5348
王熙凤,凤辣子,3,2631
王熙凤,熙凤,3,2721
王熙凤,熙凤,3,2740
王熙凤,熙凤,3,2918
王熙凤,熙凤,3,3110
王熙凤,熙凤,3,3137
王熙凤,熙凤,3,3251
王熙凤,熙凤,3,5470
王熙凤,熙凤,3,5497
王熙凤,熙凤,3,7620
王熙凤,熙凤,3,8376
王夫人,王夫人,3,3192
王夫人,王夫人,3,3297
王夫人,王夫人,3,3408
王夫人,王夫人,3,4244
王夫人,王夫人,3,4644
王夫人,王夫人,3,4723
王夫人,王夫人,3,4736
王夫人,王夫人,3,4742
王夫人,王夫人,3,4947
王夫人,王夫人,3,5065
王夫人,王夫人,3,5263
王夫人,王夫人,3,5334
王夫人,王夫人,3,5405
王夫人,王夫人,3,5449
王夫人,王夫人,3,5475
王夫人,王夫人,3,5567
王夫人,王夫人,3,5805
王夫人,王夫人,3,8364
王夫人,王夫人,3,8372
王夫人,王夫人,3,8392
贾政,贾政,3,151
贾政,贾政,3,798
贾政,贾政,3,830
贾政,贾政,3,921
贾政,贾政,3,1668
贾政,贾政,3,4686
贾政,存周,3,438
贾琏,贾琏,3,2691
邢夫人,邢夫人,3,3389
邢夫人,邢夫人,3,3444
邢夫人,邢夫人,3,3529
邢夫人,邢夫人,3,3636
邢夫人,邢夫人,3,3787
邢夫人,邢夫人,3,3854
邢夫人,邢夫人,3,3898
贾赦,贾赦,3,1666
贾赦,贾赦,3,2687
贾赦,贾赦,3,3336
贾赦,贾赦,3,3656
贾探春,探春,3,5595
贾探春,探春,3,6948
贾探春,探春,3,7010
贾探春,探春,3,8418
贾惜春,惜春,3,5601
王子腾,王子腾,3,8471
薛蟠,薛蟠,3,8444
贾雨村,雨村,3,2
贾雨村,雨村,3,73
贾雨村,雨村,3,96
贾雨村,雨村,3,99
贾雨村,雨村,3,136
贾雨村,雨村,3,154
贾雨村,雨村,3,343
贾雨村,雨村,3,503
贾雨村,雨村,3,562
贾雨村,雨村,3,589
贾雨村,雨村,3,732
贾雨村,雨村,3,766
贾雨村,雨村,3,816
贾雨村,雨村,3,865
贾迎春,迎春,3,5573
贾迎春,迎春,3,5586
贾迎春,迎春,3,7748
翡翠,翡翠,3,2527
玻璃,玻璃,3,4155
鹦鹉,鹦鹉,3,1449
李嬷嬷,李嬷嬷,3,7828
李嬷嬷,李嬷嬷,3,8023
雪雁,雪雁,3,7687
雪雁,雪雁,3,7693
紫鹃,鹦哥,3,7737
紫鹃,鹦哥,3,7811
紫鹃,鹦哥,3,8037
紫鹃,鹦哥,3,8090
林黛玉,黛玉,4,32
林黛玉,黛玉,4,343
林黛玉,黛玉,4,5593
薛宝钗,宝钗,4,4119
薛宝钗,宝钗,4,5589
香菱,英莲,4,2220
香菱,英莲,4,2310
香菱,英莲,4,2759
香菱,英莲,4,2841
香菱,英莲,4,2845
香菱,英莲,4,3850
香菱,英莲,4,4446
香菱,英莲,4,4452
贾母,贾母,4,5202
贾母,贾母,4,5344
贾母,贾母,4,5576
王夫人,王夫人,4,39
王夫人,王夫人,4,45
王夫人,王夫人,4,75
王夫人,王夫人,4,5056
王夫人,王夫人,4,5146
王夫人,王夫人,4,5263
王夫人,王夫人,4,5337
王夫人,王夫人,4,5415
王夫人,王夫人,4,5441
王夫人,王夫人,4,5547
王夫人,王夫人,4,5583
贾政,贾政,4,3741
贾政,贾政,4,4071
贾政,贾政,4,5237
贾政,贾政,4,5255
贾政,贾政,4,5795
贾琏,贾琏,4,5240
贾赦,贾赦,4,5248
李纨,李纨,4,277
李纨,李纨,4,287
王子腾,王子腾,4,3749
王子腾,王子腾,4,4061
王子腾,王子腾,4,4576
薛姨妈,薛姨妈,4,5163
薛姨妈,薛姨妈,4,5373
薛姨妈,薛姨妈,4,5567
薛蟠,呆霸王,4,2717
薛蟠,薛蟠,4,3022
薛蟠,薛蟠,4,3398
薛蟠,薛蟠,4,3418
薛蟠,薛蟠,4,3944
薛蟠,薛蟠,4,4100
薛蟠,薛蟠,4,4111
薛蟠,薛蟠,4,4277
薛蟠,薛蟠,4,4304
薛蟠,薛蟠,4,4334
薛蟠,薛蟠,4,4449
薛蟠,薛蟠,4,4593
薛蟠,薛蟠,4,4788
薛蟠,薛蟠,4,5023
薛蟠,薛蟠,4,5061
薛蟠,薛蟠,4,5231
薛蟠,薛蟠,4,5519
薛蟠,薛蟠,4,5623
薛蟠,薛蟠,4,5782
贾雨村,贾雨村,4,5069
贾雨村,雨村,4,380
贾雨村,雨村,4,430
贾雨村,雨村,4,640
贾雨村,雨村,4,745
贾雨村,雨村,4,815
贾雨村,雨村,4,876
贾雨村,雨村,4,964
贾雨村,雨村,4,1002
贾雨村,雨村,4,1060
贾雨村,雨村,4,1111
贾雨村,雨村,4,1313
贾雨村,雨村,4,1567
贾雨村,雨村,4,1590
贾雨村,雨村,4,1706
贾雨村,雨村,4,2168
贾雨村,雨村,4,2225
贾雨村,雨村,4,2802
贾雨村,雨村,4,3063
贾雨村,雨村,4,3227
贾雨村,雨村,4,3583
贾雨村,雨村,4,3642
贾雨村,雨村,4,3690
贾雨村,雨村,4,3725
贾雨村,雨村,4,3789
贾雨村,雨村,4,3842
贾雨村,雨村,4,5070
贾迎春,迎春,4,5595
贾珍,贾珍,4,5251
贾珍,贾珍,4,5829
贾兰,贾兰,4,124
贾宝玉,宝玉,5,98
贾宝玉,宝玉,5,121
贾宝玉,宝玉,5,293
贾宝玉,宝玉,5,423
贾宝玉,宝玉,5,557
贾宝玉,宝玉,5,628
贾宝玉,宝玉,5,703
贾宝玉,宝玉,5,729
贾宝玉,宝玉,5,881
贾宝玉,宝玉,5,986
贾宝玉,宝玉,5,1065
贾宝玉,宝玉,5,1221
贾宝玉,宝玉,5,1288
贾宝玉,宝玉,5,1345
贾宝玉,宝玉,5,1406
贾宝玉,宝玉,5,1498
贾宝玉,宝玉,5,1874
贾宝玉,宝玉,5,2083
贾宝玉,宝玉,5,2225
贾宝玉,宝玉,5,2273
贾宝玉,宝玉,5,2450
贾宝玉,宝玉,5,2491
贾宝玉,宝玉,5,2543
贾宝玉,宝玉,5,2588
贾宝玉,宝玉,5,2637
贾宝玉,宝玉,5,2682
贾宝玉,宝玉,5,2776
贾宝玉,宝玉,5,2819
贾宝玉,宝玉,5,2943
贾宝玉,宝玉,5,3005
贾宝玉,宝玉,5,3106
贾宝玉,宝玉,5,3200
贾宝玉,宝玉,5,3801
贾宝玉,宝玉,5,3838
贾宝玉,宝玉,5,3864
贾宝玉,宝玉,5,4000
贾宝玉,宝玉,5,4077
贾宝玉,宝玉,5,4107
贾宝玉,宝玉,5,4216
贾宝玉,宝玉,5,4388
贾宝玉,宝玉,5,4409
贾宝玉,宝玉,5,4474
贾宝玉,宝玉,5,4499
贾宝玉,宝玉,5,4562
贾宝玉,宝玉,5,4638
贾宝玉,宝玉,5,4741
贾宝玉,宝玉,5,4808
贾宝玉,宝玉,5,5025
贾宝玉,宝玉,5,5028
贾宝玉,宝玉,5,5288
贾宝玉,宝玉,5,6467
贾宝玉,宝玉,5,6487
贾宝玉,宝玉,5,6520
贾宝玉,宝玉,5,6737
贾宝玉,宝玉,5,7114
贾宝玉,宝玉,5,7128
贾宝玉,宝玉,5,7259
贾宝玉,宝玉,5,7390
贾宝玉,宝玉,5,7399
贾宝玉,宝玉,5,7437
贾宝玉,宝玉,5,7477
林黛玉,林黛玉,5,74
林黛玉,黛玉,5,75
林黛玉,黛玉,5,124
林黛玉,黛玉,5,204
林黛玉,黛玉,5,226
林黛玉,黛玉,5,240
林黛玉,黛玉,5,270
林黛玉,黛玉,5,340
林黛玉,黛玉,5,411
林黛玉,黛玉,5,439
林黛玉,黛玉,5,6580
薛宝钗,薛宝钗,5,179
薛宝钗,宝钗,5,180
薛宝钗,宝钗,5,212
薛宝钗,宝钗,5,263
薛宝钗,宝钗,5,284
薛宝钗,宝钗,5,6569
袭人,袭人,5,1060
袭人,袭人,5,1135
袭人,袭人,5,1300
袭人,袭人,5,7422
晴雯,晴雯,5,1306
贾母,老祖宗,5,610
贾母,贾母,5,84
贾母,贾母,5,344
贾母,贾母,5,475
贾母,贾母,5,505
贾母,贾母,5,567
贾母,贾母,5,656
王夫人,王夫人,5,482
邢夫人,邢夫人,5,478
贾探春,探春,5,104
贾惜春,惜春,5,107
贾蓉,贾蓉,5,494
贾蓉,贾蓉,5,582
贾迎春,迎春,5,101
秦可卿,秦氏,5,586
秦可卿,秦氏,5,660
秦可卿,秦氏,5,715
秦可卿,秦氏,5,849
秦可卿,秦氏,5,916
秦可卿,秦氏,5,1041
秦可卿,秦氏,5,1234
秦可卿,秦氏,5,1318
秦可卿,秦氏,5,1361
秦可卿,秦氏,5,1374
秦可卿,秦氏,5,2091
秦可卿,秦氏,5,7452
秦可卿,可卿,5,7025
秦可卿,可卿,5,7172
秦可卿,可卿,5,7414
秦可卿,兼美,5,7022
尤氏,尤氏,5,468
贾珍,贾珍,5,464
琥珀,琥珀,5,4726
玻璃,玻璃,5,4718
彩云,彩云,5,2903
麝月,麝月,5,1309
媚人,媚人,5,1303
李嬷嬷,奶母,5,1284
贾宝玉,宝玉,6,37
贾宝玉,宝玉,6,63
贾宝玉,宝玉,6,139
贾宝玉,宝玉,6,168
贾宝玉,宝玉,6,184
贾宝玉,宝玉,6,267
贾宝玉,宝玉,6,272
贾宝玉,宝玉,6,326
贾宝玉,宝玉,6,377
贾宝玉,宝玉,6,416
贾宝玉,宝玉,6,433
贾宝玉,宝玉,6,449
贾宝玉,宝玉,6,464
袭人,袭人,6,96
袭人,袭人,6,153
袭人,袭人,6,244
袭人,袭人,6,293
袭人,袭人,6,348
袭人,袭人,6,368
袭人,袭人,6,382
袭人,袭人,6,391
袭人,袭人,6,404
袭人,袭人,6,452
袭人,袭人,6,461
贾母,老太太,6,3367
贾母,老太太,6,3563
贾母,贾母,6,225
贾母,贾母,6,408
王熙凤,凤姐儿,6,4058
王熙凤,凤姐儿,6,4660
王熙凤,凤姐儿,6,4997
王熙凤,凤姐儿,6,5104
王熙凤,凤姐,6,709
王熙凤,凤姐,6,748
王熙凤,凤姐,6,3742
王熙凤,凤姐,6,3751
王熙凤,凤姐,6,4058
王熙凤,凤姐,6,4660
王熙凤,凤姐,6,4766
王熙凤,凤姐,6,4887
王熙凤,凤姐,6,4956
王熙凤,凤姐,6,4997
王熙凤,凤姐,6,5104
王熙凤,凤姐,6,5211
王熙凤,凤姐,6,5256
王熙凤,凤姐,6,5296
王熙凤,凤姐,6,5363
王熙凤,凤姐,6,5378
王熙凤,凤姐,6,5625
王熙凤,凤姐,6,5716
王熙凤,凤姐,6,5808
王熙凤,凤姐,6,5883
王熙凤,凤姐,6,5955
王熙凤,凤姐,6,6037
王熙凤,凤姐,6,6097
王熙凤,凤姐,6,6280
王熙凤,凤姐,6,6363
王熙凤,凤姐,6,6411
王熙凤,凤姐,6,6585
王熙凤,凤姐,6,6644
王熙凤,凤姐,6,6972
王熙凤,凤姐,6,7013
王熙凤,琏二奶奶,6,3117
王熙凤,琏二奶奶,6,3128
王夫人,王夫人,6,713
王夫人,王夫人,6,742
王夫人,王夫人,6,753
贾琏,贾琏,6,3697
贾琏,贾琏,6,3995
刘姥姥,刘姥姥,6,912
刘姥姥,刘姥姥,6,923
刘姥姥,刘姥姥,6,1039
刘姥姥,刘姥姥,6,1238
刘姥姥,刘姥姥,6,1340
刘姥姥,刘姥姥,6,1753
刘姥姥,刘姥姥,6,1876
刘姥姥,刘姥姥,6,2033
刘姥姥,刘姥姥,6,2071
刘姥姥,刘姥姥,6,2091
刘姥姥,刘姥姥,6,2123
刘姥姥,刘姥姥,6,2184
刘姥姥,刘姥姥,6,2220
刘姥姥,刘姥姥,6,2324
刘姥姥,刘姥姥,6,2380
刘姥姥,刘姥姥,6,2443
刘姥姥,刘姥姥,6,2514
刘姥姥,刘姥姥,6,2555
刘姥姥,刘姥姥,6,2571
刘姥姥,刘姥姥,6,2634
刘姥姥,刘姥姥,6,2667
刘姥姥,刘姥姥,6,2696
刘姥姥,刘姥姥,6,2786
刘姥姥,刘姥姥,6,2805
刘姥姥,刘姥姥,6,2904
刘姥姥,刘姥姥,6,3161
刘姥姥,刘姥姥,6,3280
刘姥姥,刘姥姥,6,3396
刘姥姥,刘姥姥,6,3600
刘姥姥,刘姥姥,6,3715
刘姥姥,刘姥姥,6,3775
刘姥姥,刘姥姥,6,3967
刘姥姥,刘姥姥,6,4019
刘姥姥,刘姥姥,6,4033
刘姥姥,刘姥姥,6,4116
刘姥姥,刘姥姥,6,4153
刘姥姥,刘姥姥,6,4223
刘姥姥,刘姥姥,6,4324
刘姥姥,刘姥姥,6,4353
刘姥姥,刘姥姥,6,4518
刘姥姥,刘姥姥,6,4548
刘姥姥,刘姥姥,6,4868
刘姥姥,刘姥姥,6,4961
刘姥姥,刘姥姥,6,5057
刘姥姥,刘姥姥,6,5439
刘姥姥,刘姥姥,6,5519
刘姥姥,刘姥姥,6,5523
刘姥姥,刘姥姥,6,5629
刘姥姥,刘姥姥,6,5698
刘姥姥,刘姥姥,6,5735
刘姥姥,刘姥姥,6,6167
刘姥姥,刘姥姥,6,6334
刘姥姥,刘姥姥,6,6400
刘姥姥,刘姥姥,6,6620
刘姥姥,刘姥姥,6,6857
刘姥姥,刘姥姥,6,7006
刘姥姥,刘姥姥,6,7118
刘姥姥,刘姥姥,6,7232
刘姥姥,刘姥姥,6,7286
刘姥姥,刘姥姥,6,7325
巧姐,大姐儿,6,4000
贾蓉,贾蓉,6,5751
贾蓉,贾蓉,6,5829
贾蓉,贾蓉,6,5934
贾蓉,贾蓉,6,5996
贾蓉,贾蓉,6,6078
贾蓉,贾蓉,6,6150
秦可卿,秦氏,6,32
玻璃,玻璃,6,5781
周瑞,周瑞,6,1838
周瑞,周瑞,6,1854
周瑞,周瑞,6,2526
周瑞,周瑞,6,2611
周瑞,周瑞,6,2653
周瑞,周瑞,6,2739
周瑞,周瑞,6,2756
周瑞,周瑞,6,2861
周瑞,周瑞,6,2884
周瑞,周瑞,6,3206
周瑞,周瑞,6,3300
周瑞,周瑞,6,3439
周瑞,周瑞,6,3586
周瑞,周瑞,6,3689
周瑞,周瑞,6,3710
周瑞,周瑞,6,3769
周瑞,周瑞,6,3879
周瑞,周瑞,6,4072
周瑞,周瑞,6,4089
周瑞,周瑞,6,4129
周瑞,周瑞,6,4312
周瑞,周瑞,6,4531
周瑞,周瑞,6,4568
周瑞,周瑞,6,4817
周瑞,周瑞,6,4858
周瑞,周瑞,6,4934
周瑞,周瑞,6,5182
周瑞,周瑞,6,5194
周瑞,周瑞,6,5243
周瑞,周瑞,6,5370
周瑞,周瑞,6,5475
周瑞,周瑞,6,6314
周瑞,周瑞,6,6377
周瑞,周瑞,6,6447
周瑞,周瑞,6,6467
周瑞,周瑞,6,6953
周瑞,周瑞,6,7137
周瑞,周瑞,6,7146
周瑞,周瑞,6,7278
周瑞,周瑞,6,7298
周瑞,周瑞,6,7309
平儿,平儿,6,3765
平儿,平儿,6,3850
平儿,平儿,6,4008
平儿,平儿,6,4037
平儿,平儿,6,4085
平儿,平儿,6,4126
平儿,平儿,6,4317
平儿,平儿,6,4738
平儿,平儿,6,5291
平儿,平儿,6,5330
平儿,平儿,6,5977
平儿,平儿,6,6984
周瑞家的,周瑞家的,6,2611
周瑞家的,周瑞家的,6,2653
周瑞家的,周瑞家的,6,2739
周瑞家的,周瑞家的,6,2756
周瑞家的,周瑞家的,6,2861
周瑞家的,周瑞家的,6,3206
周瑞家的,周瑞家的,6,3300
周瑞家的,周瑞家的,6,3439
周瑞家的,周瑞家的,6,3586
周瑞家的,周瑞家的,6,3689
周瑞家的,周瑞家的,6,3710
周瑞家的,周瑞家的,6,3769
周瑞家的,周瑞家的,6,3879
周瑞家的,周瑞家的,6,4072
周瑞家的,周瑞家的,6,4089
周瑞家的,周瑞家的,6,4129
周瑞家的,周瑞家的,6,4312
周瑞家的,周瑞家的,6,4531
周瑞家的,周瑞家的,6,4568
周瑞家的,周瑞家的,6,4817
周瑞家的,周瑞家的,6,4858
周瑞家的,周瑞家的,6,4934
周瑞家的,周瑞家的,6,5182
周瑞家的,周瑞家的,6,5194
周瑞家的,周瑞家的,6,5243
周瑞家的,周瑞家的,6,5370
周瑞家的,周瑞家的,6,5475
周瑞家的,周瑞家的,6,6314
周瑞家的,周瑞家的,6,6377
周瑞家的,周瑞家的,6,6447
周瑞家的,周瑞家的,6,6467
周瑞家的,周瑞家的,6,6953
周瑞家的,周瑞家的,6,7137
周瑞家的,周瑞家的,6,7146
周瑞家的,周瑞家的,6,7309
贾宝玉,宝玉,7,1872
贾宝玉,宝玉,7,3298
贾宝玉,宝玉,7,3341
贾宝玉,宝玉,7,3395
贾宝玉,宝玉,7,3492
贾宝玉,宝玉,7,3547
贾宝玉,宝玉,7,3590
贾宝玉,宝玉,7,4077
贾宝玉,宝玉,7,4175
贾宝玉,宝玉,7,4286
贾宝玉,宝玉,7,4391
贾宝玉,宝玉,7,4714
贾宝玉,宝玉,7,4742
贾宝玉,宝玉,7,4780
贾宝玉,宝玉,7,4989
贾宝玉,宝玉,7,5162
贾宝玉,宝玉,7,5199
贾宝玉,宝玉,7,5262
贾宝玉,宝玉,7,5310
贾宝玉,宝玉,7,5379
贾宝玉,宝玉,7,5431
贾宝玉,宝玉,7,5477
贾宝玉,宝玉,7,5496
贾宝玉,宝玉,7,5608
贾宝玉,宝玉,7,5938
贾宝玉,宝玉,7,6501
贾宝玉,宝玉,7,7171
贾宝玉,宝玉,7,7286
贾宝玉,宝兄弟,7,348
林黛玉,黛玉,7,1874
林黛玉,黛玉,7,3275
林黛玉,黛玉,7,3287
林黛玉,黛玉,7,3391
林黛玉,黛玉,7,3453
林黛玉,林姑娘,7,1492
林黛玉,林姑娘,7,3175
林黛玉,林姑娘,7,3321
林黛玉,林姑娘,7,3611
薛宝钗,薛宝钗,7,226
薛宝钗,宝钗,7,227
薛宝钗,宝钗,7,274
薛宝钗,宝钗,7,359
薛宝钗,宝钗,7,466
薛宝钗,宝钗,7,702
薛宝钗,宝钗,7,892
薛宝钗,宝钗,7,1064
薛宝钗,宝钗,7,1138
薛宝钗,宝钗,7,1194
薛宝钗,宝姐姐,7,3552
薛宝钗,宝丫头,7,1517
薛宝钗,宝丫头,7,1545
香菱,香菱,7,1322
香菱,香菱,7,1377
香菱,香菱,7,1608
